StationID,Ambloplitescavifrons,Ambloplitesrupestris,Ameiurusnatalis,Ameiurusnebulosus,Ameiurusplatycephalus,Amiacalva,Anguillarostrata,Aphredoderussayanus,Campostomaanomalum,Campostomaoligolepis,Catostomuscommersonii,Chrosomusoreas,Clinostomusfunduloides,Cottusbaileyi,Cottusbairdii,Cottuscaeruleomentum,Cottuscarolinae,Cottusgirardi,Cottuskanawhae,Cottussp_4,Cottussp_5,Cyprinellaanalostana,Cyprinellagalactura,Cyprinellaspiloptera,Cyprinuscarpio,Dorosomacepedianum,Erimystaxdissimilis,Erimyzonoblongus,Esoxniger,Etheostomablennioides,Etheostomacaeruleum,Etheostomacamurum,Etheostomachlorobranchium,Etheostomakanawhae,Etheostomalongimanum,Etheostomanigrum,Etheostomaosburni,Etheostomapodostemone,Etheostomarufilineatum,Etheostomasimoterum,Etheostomaswannanoa,Etheostomatenneseense,Etheostomavitreum,Etheostomavulneratum,Etheostomazonale,Etheostomabrevispinum,Etheostomaflabellare,Etheostomameadiae,Etheostomaolmstedi,Exoglossumlaurae,Exoglossummaxillingua,Funduluscatenatus,Fundulusrathbuni,Gambusiaholbrooki,Hybognathusregius,Hybopsisamblops,Hypenteliumroanokense,Hypenteliumnigricans,Ichthyomyzonbdellium,Lampetraaepyptera,Lepisosteusosseus,Lepomisauritus,Lepomiscyanellus,Lepomisgibbosus,Lepomisgulosus,Lepomismacrochirus,Lepomismegalotis,Lepomismicrolophus,Lethenteronappendix,Luxilusalbeolus,Luxiluscerasinus,Luxiluschrysocephalus,Luxiluscoccogenis,Luxiluscornutus,Lythrurusardens,Micropteruspunctulatus,Micropterusdolomieu,Micropterussalmoides,Moxostomaariommum,Moxostomabreviceps,Moxostomacarinatum,Moxostomacervinum,Moxostomaduquesnei,Moxostomaerythrurum,Moxostomamacrolepidotum,Moxostomapappillosum,Moxostomacollapsum,Moxostomahamiltoni,Moxostomarhothoeca,Nocomisleptocephalus,Nocomismicropogon,Nocomisplatyrhynchus,Nocomisraneyi,Notemigonuscrysoleucas,Notropisamoenus,Notropisariommus,Notropischiliticus,Notropishudsonius,Notropisleuciodus,Notropismicropteryx,Notropisphotogenis,Notropisprocne,Notropisrubellus,Notropisrubricroceus,Notropissemperasper,Notropisspectrunculus,Notropistelescopus,Notropisvolucellus,Noturusgilberti,Noturusinsignis,Oncorhynchusmykiss,Percinacaprodes,Percinaevides,Percinagymnocephala,Percinanevisense,Percinanotogramma,Percinapeltata,Percinarex,Percinaroanoka,Petromyzonmarinus,Phenacobiusteretulus,Pimephalesnotatus,Pylodictisolivaris,Rhinichthysatratulus,Rhinichthysobtusus,Rhinichthyscataractae,Salmotrutta,Salvelinusfontinalis,Semotilusatromaculatus,Semotiluscorporalis
2-HKY001.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2-JED008.07,0,0,0,0,0,0,0,0,0,0,0,183,67,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,7,0
2-JKS057.08,0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,28,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32,0,0,7,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,1
2-JOB013.77,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0
2-MIW003.45,0,5,0,0,0,0,0,0,52,0,3,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,9,0
2-OGL005.53,0,5,0,0,0,0,0,0,70,0,0,72,110,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,7,0,0,3,0
2-PMC000.59,0,0,0,0,0,0,0,0,2,0,0,33,33,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0
2-POT031.78,0,5,0,0,0,0,0,0,186,0,0,0,1,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,8,2,0,0,0,0,0,0,0,0,0,0,58,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2-PRS003.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0
2-PTR005.13,0,0,0,0,0,0,0,0,172,0,27,26,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,4,0
2-RED003.65,0,4,0,0,0,0,0,0,24,0,9,0,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,25,0,0,5,0,0,0,0,0,0,1,0,0,0,0,28,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,13,0,0,0,1
2-RED003.65,0,0,0,0,0,0,0,0,28,0,0,0,1,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,41,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,2
2-RED003.65,0,1,0,0,0,0,0,0,1,0,0,2,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0
2-RGR001.11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,1,0,0,0
2-SKM001.04,0,3,1,0,0,0,1,0,3,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,32,3,0,0,1,0,0,0,0,0,0,0,92,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,61,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,32
2-SLT003.00,0,7,0,0,0,0,27,1,73,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,47,78,0,34,0,0,0,0,129,0,0,0,0,0,0,0,51,0,0,252,0,5,0,0,1,0,0,0,4,0,0,0,0,115,0,0,21,0,0,0,0,0,0,0,0,149,4,0,0,0,0,0,2,0,0,0,27
2-STV000.48,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,4,7,0
2-SWS000.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0
2-TLR000.52,0,0,0,0,0,0,0,0,16,0,0,48,6,0,0,63,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,32,0,0,3,15
2-TYE008.77,0,20,0,0,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,13,0,1,0,0,0,0,0,0,3,0,0,0,0,9,0,0,16,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0
2-TYE008.77,0,0,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,12,1,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,3
2-TYE028.94,0,6,0,0,0,0,3,0,121,0,1,0,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,248,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,16,0,0,0,7
2-WLL001.83,0,0,0,0,0,0,0,0,0,0,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2-WLN006.90,0,6,0,0,0,0,0,0,18,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,8,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-WLS029.32,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0
3-HAZ035.32,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,22,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,9,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10
4ABLG001.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,42,0,0
4ABTF003.11,0,0,0,0,0,0,0,0,6,0,29,96,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,2,0,0,4,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
4ABVE002.18,0,0,0,0,0,0,0,0,1,0,54,31,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,31,0,0,0,0,24,5,0,0,10,0,0,0,0,30,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0
4ACAS003.45,0,0,0,0,0,0,0,0,16,0,2,10,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,21,0,0,0,7,0,0,0,0,0,2,0,0,0,4,5,0,0,0,7,0,0,0,1,0,0,0,18,154,0,0,0,16,0,0,0,1,0,0,18,0,4,0,2,0,0,0,74,0,0,24,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
4ACAS003.45,0,0,0,0,3,0,0,0,10,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,31,1,0,0,2,0,0,0,4,21,0,0,0,1,0,0,0,1,0,0,42,0,3,0,0,0,0,0,41,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
4ACEC000.82,0,0,0,0,0,0,0,0,43,0,16,56,48,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,1,0,0,3,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
4ACEC001.24,0,0,0,0,0,0,0,0,3,0,3,160,53,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
4ACNT003.84,0,0,0,0,0,0,0,0,1,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,1,0,0,0,0,0,0,10,1,0,0,0,1,0,0,0,5,0,0,15,0,6,0,0,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,14,0,0,0,0,2,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0
4ACNT022.05,0,0,0,0,0,0,0,0,8,0,0,90,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,31,0,0,0,32,0,0,0,0,0,0,64,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4ADAN199.71,0,0,0,0,0,0,0,0,0,0,1,10,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,35,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0
4AFRV017.85,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,40,0,0,0,1,0,0,0,29,10,0,0,0,3,4,0,0,0,0,0,2,0,0,0,0,4,0,1,16,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3
4AGSE015.07,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,45,0,0,0,0,0,0,0,62,0,0,0,0,12,0,7,0,0,0,0,1,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0
4AMEE017.24,0,0,0,0,0,0,0,0,0,0,26,119,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,94,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,3,0
4APGG063.32,0,13,0,0,0,0,0,0,12,0,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,13,0,0,0,23,0,0,0,4,0,0,0,0,0,8,4,0,0,0,7,0,0,0,0,0,0,0,14,6,0,0,0,5,0,0,0,6,0,0,30,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0
4APGG076.93,0,0,0,0,0,0,0,0,0,0,24,80,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,2,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0
4ARKN003.68,0,0,0,0,0,0,0,0,0,0,0,20,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
4ARNF015.22,0,8,0,0,0,0,0,0,120,0,11,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,9,1,0,0,0,18,3,0,0,1,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,21,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
4AROA210.56,0,16,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,2,0,0,4,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,21,0,0,5,0,0,0,0,0,0,0,0
4ARSF007.07,0,30,0,0,0,0,0,0,63,0,36,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,5,10,0,0,0,8,1,0,0,0,0,0,0,50,9,0,0,0,9,0,6,0,0,0,0,4,0,13,0,0,5,0,2,30,0,0,0,0,0,0,0,5,0,0,0,29,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0
4ASCB005.38,0,0,0,0,0,0,0,0,0,0,3,93,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,2,0,0
